TimePoint,Area,PositionName,StationCode,Latitude,Longitude,AQI,Quality,Measure,Unheathful,NO2,O3,PM10,PM2_5,SO2,NO,NOx
2023-12-06T04:00:00,吕梁市,马茂庄小学,2867A,37.51,111.1283,418,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,30,41,518,122,3,—,—
2023-12-06T04:00:00,呼和浩特市,呼市一监,1090A,40.7517,111.6507,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,16,30,981,146,6,—,—
2023-12-06T04:00:00,呼和浩特市,小召,1091A,40.8033,111.6572,486,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,23,36,586,108,8,—,—
2023-12-06T04:00:00,呼和浩特市,如意水处理厂,1094A,40.8369,111.7516,110,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,37,10,169,33,7,—,—
2023-12-06T04:00:00,呼和浩特市,二十九中,1095A,40.8062,111.7276,119,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,38,14,188,44,9,—,—
2023-12-06T04:00:00,呼和浩特市,工大金川校区,1096A,40.7866,111.5512,415,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,26,20,515,132,9,—,—
2023-12-06T04:00:00,呼和浩特市,化肥厂生活区,1097A,40.7612,111.717,369,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,24,22,475,110,9,—,—
2023-12-06T04:00:00,呼和浩特市,红旗小学,3698A,40.8178,111.5968,190,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,50,5,329,66,10,—,—
2023-12-06T04:00:00,呼和浩特市,海东办,3699A,40.8389,111.6518,136,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,46,10,222,44,8,—,—
2023-12-06T04:00:00,包头市,市环境监测站,1585A,40.6532,109.8756,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,14,49,742,173,10,—,—
2023-12-06T04:00:00,包头市,包头八中,1587A,40.5842,109.9991,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,13,42,701,193,13,—,—
2023-12-06T04:00:00,包头市,青山宾馆,1588A,40.6821,109.8538,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,34,27,705,170,6,—,—
2023-12-06T04:00:00,包头市,惠龙物流,1589A,40.6288,109.8642,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,35,30,648,146,18,—,—
2023-12-06T04:00:00,包头市,东河鸿龙湾,1590A,40.5546,110.0377,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,7,54,649,120,8,—,—
2023-12-06T04:00:00,包头市,滨河大厦,3283A,40.5685,109.9154,461,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,15,51,561,141,12,—,—
2023-12-06T04:00:00,包头市,包头市委党校,3419A,40.6261,109.9447,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,46,16,877,186,11,—,—
2023-12-06T04:00:00,包头市,昆区政府,3683A,40.6576,109.8331,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,17,50,686,180,10,—,—
2023-12-06T04:00:00,乌海市,市林业局,2187A,39.6973,106.8174,88,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,5,81,126,23,8,—,—
2023-12-06T04:00:00,乌海市,中海勃湾学校,2188A,39.6667,106.7907,124,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,4,90,197,28,8,—,—
2023-12-06T04:00:00,乌海市,海北新区,3284A,39.7274,106.813,70,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,10,70,90,8,12,—,—
2023-12-06T04:00:00,乌海市,聚英学校,3621A,39.6778,106.8288,124,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,7,83,197,36,13,—,—
2023-12-06T04:00:00,赤峰市,松山一中,1744A,42.2816,118.9233,33,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,7,61,33,2,7,—,—
2023-12-06T04:00:00,赤峰市,哈达街,1745A,42.2728,118.9576,32,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,4,60,32,2,12,—,—
2023-12-06T04:00:00,赤峰市,天义路,1746A,42.2554,118.8788,27,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,5,61,27,3,7,—,—
2023-12-06T04:00:00,赤峰市,银河街,3058A,42.0353,119.2658,68,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,6,60,85,12,10,—,—
2023-12-06T04:00:00,赤峰市,桥北物流园区,3286A,42.3147,118.9359,50,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,2,61,50,3,9,—,—
2023-12-06T04:00:00,通辽市,艺术职业学校,2191A,43.6801,122.2532,33,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,16,62,33,10,8,—,—
2023-12-06T04:00:00,通辽市,老干部活动中心,3706A,43.6333,122.2584,25,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,25,55,25,15,7,—,—
2023-12-06T04:00:00,通辽市,东方明珠社区,3708A,43.6189,122.2922,35,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,18,61,35,20,9,—,—
2023-12-06T04:00:00,鄂尔多斯市,综合楼,1591A,39.8129,110.0023,398,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,7,70,498,107,3,—,—
2023-12-06T04:00:00,鄂尔多斯市,巴音孟克林场办事处,1592A,39.8261,109.9486,345,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,6,66,456,107,5,—,—
2023-12-06T04:00:00,鄂尔多斯市,康泽苑,1593A,39.5986,109.7736,300,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,14,59,420,133,5,—,—
2023-12-06T04:00:00,鄂尔多斯市,华泰汽车城,1594A,39.5989,109.8119,349,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,13,63,459,110,6,—,—
2023-12-06T04:00:00,鄂尔多斯市,奥林花园,1595A,39.7884,109.9734,420,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,10,63,520,124,23,—,—
2023-12-06T04:00:00,呼伦贝尔市,区环保局,2192A,49.2261,119.7594,33,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,4,66,25,23,4,—,—
2023-12-06T04:00:00,呼伦贝尔市,国华电力东,3061A,49.1577,119.7512,23,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,2,71,23,14,4,—,—
2023-12-06T04:00:00,巴彦淖尔市,附二中,2195A,40.761,107.4212,130,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,4,72,210,35,2,—,—
2023-12-06T04:00:00,巴彦淖尔市,市环保大楼,2196A,40.7372,107.37,91,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,3,70,131,25,2,—,—
2023-12-06T04:00:00,乌兰察布市,集宁新区,2197A,40.9923,113.1306,63,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,7,58,76,23,4,—,—
2023-12-06T04:00:00,乌兰察布市,光明街小学,3034A,41.0385,113.1076,75,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,5,61,99,19,6,—,—
2023-12-06T04:00:00,乌兰察布市,北京八中,3285A,40.9509,113.1376,72,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,10,49,93,16,10,—,—
2023-12-06T04:00:00,乌兰察布市,市委党校,3421A,40.9779,113.1775,59,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,7,60,67,16,9,—,—
2023-12-06T04:00:00,兴安盟,胜华新制药厂,2200A,46.0656,122.0392,18,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,3,54,17,12,3,—,—
2023-12-06T04:00:00,兴安盟,科右前旗环保局,2201A,46.0741,121.9504,29,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,24,56,16,20,2,—,—
2023-12-06T04:00:00,兴安盟,北滨河,3035A,46.0707,122.0931,22,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,7,54,22,14,4,—,—
2023-12-06T04:00:00,锡林郭勒盟,市环保监测站,2202A,43.9317,116.1042,20,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,2,62,6,4,6,—,—
2023-12-06T04:00:00,锡林郭勒盟,市政府,2203A,43.9311,116.0781,22,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,3,52,22,2,12,—,—
2023-12-06T04:00:00,阿拉善盟,西城区西花园,2204A,38.8363,105.6467,125,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,6,88,199,43,9,—,—
2023-12-06T04:00:00,阿拉善盟,蒙二幼,2205A,38.8411,105.6985,134,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,7,86,217,42,5,—,—
2023-12-06T04:00:00,阿拉善盟,环保局新楼,2206A,38.8516,105.724,100,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,5,88,150,41,8,—,—
2023-12-06T04:00:00,沈阳市,森林路,1098A,41.9339,123.6836,—,—,—,—,—,—,—,—,—,—,—
2023-12-06T04:00:00,沈阳市,浑南东路,1099A,41.7406,123.505,165,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,53,25,176,125,18,—,—
2023-12-06T04:00:00,沈阳市,新秀街,1100A,41.6989,123.4231,166,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,66,15,172,126,15,—,—
2023-12-06T04:00:00,沈阳市,东陵路,1102A,41.8411,123.5903,144,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,57,21,134,110,14,—,—
2023-12-06T04:00:00,沈阳市,陵东街,1103A,41.8467,123.4264,162,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,68,9,160,123,18,—,—
2023-12-06T04:00:00,沈阳市,文化路,1104A,41.7653,123.4114,186,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,63,11,174,140,13,—,—
2023-12-06T04:00:00,沈阳市,小河沿,1105A,41.7867,123.4678,178,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,79,4,174,134,32,—,—
2023-12-06T04:00:00,沈阳市,太原街,1106A,41.7972,123.4017,201,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,65,7,170,151,18,—,—
2023-12-06T04:00:00,沈阳市,京沈街,1108A,41.9228,123.3783,183,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,49,16,137,138,14,—,—
2023-12-06T04:00:00,沈阳市,沈辽西路,2897A,41.7347,123.2444,183,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,52,20,197,138,13,—,—
2023-12-06T04:00:00,沈阳市,裕农路,2900A,41.9086,123.5953,147,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,62,8,148,112,12,—,—
2023-12-06T04:00:00,大连市,甘井子,1109A,38.9741,121.612,220,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,43,72,233,170,16,—,—
2023-12-06T04:00:00,大连市,周水子,1110A,38.9511,121.565,233,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,32,64,227,183,19,—,—
2023-12-06T04:00:00,大连市,星海三站,1111A,38.8845,121.5637,220,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,34,77,205,170,15,—,—
2023-12-06T04:00:00,大连市,青泥洼桥,1112A,38.9117,121.6302,238,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,47,55,206,188,22,—,—
2023-12-06T04:00:00,大连市,傅家庄,1113A,38.8638,121.6251,218,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,33,82,231,168,24,—,—
2023-12-06T04:00:00,大连市,七贤岭,1114A,38.8661,121.5213,212,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,30,87,203,162,13,—,—
2023-12-06T04:00:00,大连市,旅顺,1115A,38.8061,121.2529,230,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,34,63,217,180,14,—,—
2023-12-06T04:00:00,大连市,金州,1116A,39.1311,121.7485,214,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,33,62,206,164,16,—,—
2023-12-06T04:00:00,大连市,开发区,1117A,39.0496,121.7811,210,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,40,55,198,160,12,—,—
2023-12-06T04:00:00,大连市,双D港,1118A,39.0631,121.9762,120,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,26,40,121,91,7,—,—
2023-12-06T04:00:00,鞍山市,深沟寺,1748A,41.1196,123.044,166,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,37,47,144,126,18,—,—
2023-12-06T04:00:00,鞍山市,太阳城,1749A,41.0931,123.011,—,—,—,—,33,55,138,—,18,—,—
2023-12-06T04:00:00,鞍山市,太平,1750A,41.1442,123.0485,162,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,60,32,179,123,29,—,—
2023-12-06T04:00:00,鞍山市,铁西三道街,1751A,41.0971,122.9642,162,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,44,42,172,123,19,—,—
2023-12-06T04:00:00,鞍山市,铁西工业园区,1752A,41.0833,122.9341,158,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,45,42,156,120,19,—,—
2023-12-06T04:00:00,鞍山市,明达新区,1753A,41.0821,123.022,140,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,34,54,131,107,16,—,—
2023-12-06T04:00:00,鞍山市,千山,1754A,41.0228,123.1289,—,—,—,—,—,—,—,—,—,—,—
2023-12-06T04:00:00,抚顺市,望花区,1755A,41.8491,123.7977,113,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,60,22,113,85,25,—,—
2023-12-06T04:00:00,抚顺市,顺城区,1756A,41.8822,123.9161,134,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,57,6,123,102,9,—,—
2023-12-06T04:00:00,抚顺市,东洲区,1757A,41.8611,124.0436,120,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,45,21,108,91,8,—,—
2023-12-06T04:00:00,抚顺市,新抚区,1758A,41.8642,123.9247,138,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,54,4,125,105,7,—,—
2023-12-06T04:00:00,抚顺市,大伙房水库,1759A,41.8961,124.0972,107,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,49,28,104,80,10,—,—
2023-12-06T04:00:00,抚顺市,沈抚新城,1760A,41.8391,123.7086,110,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,80,8,115,83,11,—,—
2023-12-06T04:00:00,本溪市,大峪,1761A,41.3064,123.8275,97,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,27,69,103,72,9,—,—
2023-12-06T04:00:00,本溪市,溪湖,1762A,41.3325,123.7567,144,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,56,27,150,110,25,—,—
2023-12-06T04:00:00,本溪市,彩屯,1763A,41.3094,123.7169,110,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,44,46,113,83,12,—,—
2023-12-06T04:00:00,本溪市,东明,1764A,41.2864,123.7669,112,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,43,61,88,84,14,—,—
2023-12-06T04:00:00,本溪市,新立屯,1765A,41.2664,123.7992,89,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,34,62,74,66,11,—,—
2023-12-06T04:00:00,本溪市,威宁,1766A,41.3472,123.8142,97,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,51,16,108,72,5,—,—
2023-12-06T04:00:00,丹东市,江湾东路,1600A,40.0625,124.3303,68,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,16,66,62,49,9,—,—
2023-12-06T04:00:00,丹东市,临江后街,1601A,40.1503,124.4256,67,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,14,57,72,48,15,—,—
2023-12-06T04:00:00,丹东市,元宝山,1602A,40.1461,124.3933,67,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,19,62,67,48,11,—,—
2023-12-06T04:00:00,丹东市,民主桥,1603A,40.1092,124.3633,62,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,12,65,68,44,9,—,—
2023-12-06T04:00:00,锦州市,南山,1767A,41.0879,121.1115,63,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,12,49,76,19,14,—,—
2023-12-06T04:00:00,锦州市,开发区,1768A,40.8434,121.0533,94,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,57,13,137,60,36,—,—
2023-12-06T04:00:00,锦州市,百股街道,1769A,41.1119,121.1836,60,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,17,52,70,14,18,—,—
2023-12-06T04:00:00,锦州市,天安街道,1770A,41.1222,121.1178,59,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,9,60,68,26,17,—,—
2023-12-06T04:00:00,锦州市,北湖公园,1771A,41.1386,121.1303,51,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,7,60,51,7,15,—,—
2023-12-06T04:00:00,营口市,大庆路,1597A,40.7094,122.2703,122,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,41,40,194,—,9,—,—
2023-12-06T04:00:00,营口市,镜湖西路,1598A,40.6511,122.2150,203,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,47,36,190,153,12,—,—
2023-12-06T04:00:00,营口市,西炮台,1599A,40.6789,122.1658,183,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,47,34,169,138,8,—,—
2023-12-06T04:00:00,营口市,鲅鱼圈市民活动中心,3379A,40.2278,122.1139,178,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,32,68,174,134,17,—,—
2023-12-06T04:00:00,营口市,三高中,3866A,40.66302,122.2469,189,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,52,45,181,142,10,—,—
2023-12-06T04:00:00,营口市,老边实验小学,4006A,40.6762,122.3622,119,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,67,21,178,90,12,—,—
2023-12-06T04:00:00,阜新市,工业园区,2207A,41.998,121.6094,65,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,22,42,80,16,11,—,—
2023-12-06T04:00:00,阜新市,长青街,2208A,42.0279,121.6697,44,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,17,54,44,3,8,—,—
2023-12-06T04:00:00,阜新市,农业园区,2209A,42.0705,121.6673,40,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,9,54,40,9,8,—,—
2023-12-06T04:00:00,阜新市,东苑,2210A,42.0224,121.6717,36,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,10,59,36,1,8,—,—
2023-12-06T04:00:00,阜新市,玉龙新城,2211A,42.0498,121.6506,41,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,13,55,41,2,7,—,—
2023-12-06T04:00:00,辽阳市,宏伟区,2212A,41.1953,123.2,152,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,44,39,132,116,17,—,—
2023-12-06T04:00:00,辽阳市,新华园,2213A,41.2495,123.1683,135,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,46,24,152,103,22,—,—
2023-12-06T04:00:00,辽阳市,滨河路,2214A,41.2639,123.2354,144,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,43,32,99,110,18,—,—
2023-12-06T04:00:00,辽阳市,铁西工业园,2215A,41.2991,123.149,153,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,40,20,148,117,12,—,—
2023-12-06T04:00:00,盘锦市,开发区,1604A,41.1489,122.0303,169,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,59,14,130,128,11,—,—
